PROD_DATE,WELL_NAME,ON_STREAM_HRS,BOTTOMHOLE_FLOWING_PRESSURE (PSI),DOWNHOLE_TEMPERATURE (deg F),ANNULUS_PRESS (PSI),CHOKE_SIZE (%),WELL_HEAD_PRESSURE (PSI),WELL_HEAD_TEMPERATURE (deg F),CUMULATIVE_OIL_PROD (STB),CUMULATIVE_FORMATION_GAS_PROD (MSCF),CUMULATIVE_TOTAL_GAS_PROD (MSCF),CUMULATIVE_WATER_PROD (BBL),RESERVOIR_CLASSIFICATION
2013-01-11,Well_#7,24.0,3482,202.666,987.012,50.82642,313.64,96.08,513011,382492,573909,1027569,KEMA
2013-01-12,Well_#7,24.0,3343,202.6,982.303,50.88162,315.094,94.542,513711,383046,574741,1031351,KEMA
2013-01-13,Well_#7,24.0,3337,202.631,973.279,50.8821,314.824,94.048,514401,383595,575550,1035086,KEMA
2013-01-14,Well_#7,14.78,3448,202.614,961.746,48.95885,319.178,93.564,514804,383926,576047,1037441,KEMA
2013-01-15,Well_#7,14.06,3342,202.609,421.335,49.06867,271.601,84.964,515068,384144,576380,1039181,KEMA
2013-01-16,Well_#7,22.67,3339,202.595,823.758,54.63644,282.003,94.739,515686,384622,577102,1043040,KEMA
2013-01-17,Well_#7,24.0,3108,202.575,1019.54,55.65661,281.753,95.829,516391,385179,577919,1046952,KEMA
2013-01-18,Well_#7,24.0,3427,202.554,1042.62,54.45897,285.716,96.998,517082,385728,578744,1050707,KEMA
2013-01-19,Well_#7,24.0,3430,202.42,995.815,54.57079,286.853,95.794,517776,386284,579574,1054599,KEMA
2013-01-20,Well_#7,24.0,3431,202.322,966.312,53.96256,286.323,95.678,518480,386842,580410,1058392,KEMA
2013-01-21,Well_#7,24.0,3432,202.13,973.017,54.89679,278.922,95.559,519188,387404,581229,1062388,KEMA
2013-01-22,Well_#7,24.0,3430,202.499,1010.62,55.72854,275.295,94.957,519894,387964,582045,1066164,KEMA
2013-01-23,Well_#7,20.5,3430,202.244,1014.51,55.05146,272.26,95.185,520410,388386,582680,1069006,KEMA
2013-01-24,Well_#7,24.0,3431,202.376,912.372,56.2044,274.693,93.377,521123,388950,583523,1073035,KEMA
2013-01-25,Well_#7,24.0,3430,202.599,950.725,55.87012,275.682,94.786,521768,389470,584304,1076566,KEMA
2013-01-26,Well_#7,24.0,3418,202.605,998.931,55.29905,279.159,95.501,522408,389988,585062,1080307,KEMA
2013-01-27,Well_#7,24.0,3419,202.625,1002.5,53.99706,284.184,95.2,523039,390498,585844,1084042,KEMA
2013-01-28,Well_#7,24.0,3428,202.627,1013.39,53.99626,285.237,95.768,523670,391007,586593,1087998,KEMA
2013-01-29,Well_#7,24.0,3437,202.486,1022.47,53.99647,286.032,95.863,524302,391516,587364,1091807,KEMA
2013-01-30,Well_#7,24.0,3430,202.658,1027.98,53.32096,289.242,95.375,524897,391997,588102,1095490,KEMA
2013-01-31,Well_#7,24.0,3431,202.649,1027.35,52.39727,293.802,94.869,525486,392474,588796,1099185,KEMA
2013-02-01,Well_#7,24.0,3499,202.65,1040.77,52.15061,295.833,96.083,526069,392945,589509,1102900,KEMA
2013-02-02,Well_#7,24.0,3418,202.651,1039.09,51.21407,300.457,95.468,526644,393404,590209,1106583,KEMA
2013-02-03,Well_#7,24.0,3418,202.657,1045.9,50.84546,300.432,96.669,527213,393855,590873,1110218,KEMA
2013-02-04,Well_#7,24.0,3424,202.664,1046.34,50.81435,299.309,97.002,527778,394303,591532,1113860,KEMA
2013-02-05,Well_#7,24.0,3430,202.667,1047.91,50.53195,300.339,97.28,528339,394748,592188,1117503,KEMA
2013-02-06,Well_#7,24.0,3436,202.664,1053.14,50.57687,298.838,96.798,528903,395195,592843,1121182,KEMA
2013-02-07,Well_#7,24.0,3436,202.675,1040.29,49.7682,305.04,95.471,529457,395635,593504,1124816,KEMA
2013-02-08,Well_#7,24.0,3437,202.682,1040.93,49.43355,306.617,97.093,530005,396071,594154,1128421,KEMA
2013-02-09,Well_#7,24.0,3436,202.687,1045.83,50.07241,300.844,97.075,530560,396512,594834,1132094,KEMA
2013-02-10,Well_#7,24.0,3439,202.691,1037.32,49.90547,304.5,96.948,531110,396949,595500,1135746,KEMA
2013-02-11,Well_#7,24.0,3441,202.697,1037.13,49.84647,305.085,96.185,531660,397382,596148,1139412,KEMA
2013-02-12,Well_#7,24.0,3444,202.692,1027.36,49.8736,306.233,94.694,532207,397817,596806,1143036,KEMA
2013-02-13,Well_#7,24.0,3445,202.682,1025.24,49.82022,306.023,94.59,532750,398257,597477,1146702,KEMA
2013-02-14,Well_#7,24.0,3442,202.676,1025.6,49.79153,304.51,95.571,533292,398691,598115,1150344,KEMA
2013-02-15,Well_#7,24.0,3344,202.667,1036.97,49.9,300.662,95.914,533839,399129,598761,1153995,KEMA
2013-02-16,Well_#7,24.0,3328,202.665,1040.01,49.1369,297.883,96.195,534417,399589,599432,1157335,KEMA
2013-02-17,Well_#7,24.0,3325,202.672,1074.26,57.75394,275.567,97.127,535053,400094,600170,1160990,KEMA
2013-02-18,Well_#7,24.0,3325,202.68,1089.34,59.57717,268.92,96.848,535712,400621,600978,1164784,KEMA
2013-02-19,Well_#7,24.0,3326,202.684,1094.51,59.57874,267.848,97.504,536372,401147,601781,1168411,KEMA
2013-02-20,Well_#7,24.0,3328,202.689,1088.81,60.79844,268.934,96.569,537042,401682,602571,1172095,KEMA
2013-02-21,Well_#7,24.0,3329,202.69,1085.47,60.78648,269.086,95.934,537710,402219,603390,1175783,KEMA
2013-02-22,Well_#7,24.0,3405,202.658,1080.95,62.36426,257.098,97.157,538363,402739,604155,1179607,KEMA
2013-02-23,Well_#7,24.0,3342,202.718,1145.23,66.7081,253.071,97.282,539047,403284,604958,1183539,KEMA
2013-02-24,Well_#7,24.0,3380,202.675,1140.65,66.98701,256.227,95.94,539736,403834,605797,1187530,KEMA
2013-02-25,Well_#7,24.0,3461,202.205,1136.03,67.75997,256.467,96.241,540437,404396,606652,1191509,KEMA
2013-02-26,Well_#7,24.0,3460,202.292,1138.81,67.91572,255.029,97.694,541092,404919,607413,1195381,KEMA
2013-02-27,Well_#7,24.0,3459,202.62,1137.33,65.74616,256.256,97.471,541728,405428,608172,1199069,KEMA
2013-02-28,Well_#7,24.0,3460,202.622,1141.34,65.23793,254.505,98.221,542363,405937,608955,1202865,KEMA
2013-03-01,Well_#7,24.0,3460,202.634,1137.72,65.48341,253.562,98.106,542998,406447,609722,1206635,KEMA
2013-03-02,Well_#7,24.0,3461,202.642,1143.55,65.43785,253.847,98.044,543634,406957,610502,1210361,KEMA
2013-03-03,Well_#7,23.0,3461,202.651,1136.15,65.42712,254.412,97.076,544245,407445,611238,1214034,KEMA
2013-03-04,Well_#7,24.0,3459,202.658,1138.71,67.94794,253.342,97.581,544882,407955,611989,1217840,KEMA
2013-03-05,Well_#7,24.0,3460,202.663,1137.26,67.98762,255.343,98.093,545516,408461,612737,1221629,KEMA
2013-03-06,Well_#7,24.0,3460,202.665,1128.04,67.85715,256.655,97.294,546145,408966,613473,1225416,KEMA
2013-03-07,Well_#7,24.0,3461,202.662,1072.27,64.95936,245.846,93.568,546781,409475,614233,1229138,KEMA
2013-03-08,Well_#7,24.0,3461,202.663,1115.89,67.92703,256.603,97.218,547410,409979,614992,1232931,KEMA
2013-03-09,Well_#7,24.0,3461,202.662,1114.78,67.91789,257.191,96.768,548036,410482,615759,1236717,KEMA
2013-03-10,Well_#7,24.0,3463,202.686,1116.5,67.93069,256.975,97.177,548660,410984,616513,1240509,KEMA
2013-03-11,Well_#7,24.0,3462,202.687,1109.59,67.99881,257.353,96.251,549283,411485,617287,1244305,KEMA
2013-03-12,Well_#7,23.0,3463,202.668,1050.18,60.78244,265.054,95.075,549855,411949,617989,1248425,KEMA
2013-03-13,Well_#7,24.0,3463,202.648,1117.66,68.57195,250.874,97.532,550476,412446,618739,1252359,KEMA
2013-03-14,Well_#7,24.0,3466,202.665,1110.06,69.69905,248.612,98.163,551106,412953,619477,1256136,KEMA
2013-03-15,Well_#7,24.0,3467,202.665,1109.97,69.93202,248.003,98.186,551736,413467,620246,1260037,KEMA
2013-03-16,Well_#7,24.0,3468,202.554,1125.31,69.92284,248.235,98.47,552363,413972,621013,1263901,KEMA
2013-03-17,Well_#7,24.0,3466,202.724,1113.88,69.88659,250.417,97.931,552988,414478,621780,1267687,KEMA
2013-03-18,Well_#7,24.0,3465,202.717,1108.98,69.99482,249.798,98.052,553616,414987,622531,1271503,KEMA
2013-03-19,Well_#7,24.0,3466,202.7,1098.51,70.03201,248.462,98.362,554245,415494,623272,1275227,KEMA
2013-03-20,Well_#7,22.92,3486,202.687,1034.07,63.69109,257.382,96.457,554798,415943,623966,1278988,KEMA
2013-03-21,Well_#7,24.0,3461,202.67,1111.74,77.21604,243.531,97.922,555433,416448,624720,1282804,KEMA
2013-03-22,Well_#7,24.0,3512,202.654,1112.85,83.02098,240.122,98.311,556080,416965,625476,1286689,KEMA
2013-03-23,Well_#7,24.0,3463,202.65,1111.9,84.85143,239.196,98.441,556731,417486,626259,1290594,KEMA
2013-03-24,Well_#7,24.0,3463,202.646,1109.55,84.92979,239.376,98.279,557382,418008,627054,1294508,KEMA
2013-03-25,Well_#7,24.0,3464,202.647,1110.92,84.93,239.4,98.26,558030,418530,627854,1298487,KEMA
2013-03-26,Well_#7,24.0,3465,202.646,1110.92,84.93,239.4,98.26,558676,419052,628639,1302359,KEMA
2013-03-27,Well_#7,24.0,3465,202.646,1110.92,84.9,238.2,98.8,559323,419572,629428,1306224,KEMA
2013-03-28,Well_#7,24.0,3464,202.642,1110.92,84.9,238.2,98.8,559968,420088,630193,1310162,KEMA
2013-03-29,Well_#7,24.0,3464,202.645,1110.92,84.9,238.2,98.8,560612,420609,630994,1314075,KEMA
2013-03-30,Well_#7,24.0,3470,202.84,1110.92,84.9,238.2,98.8,561255,421130,631780,1317990,KEMA
2013-03-31,Well_#7,24.0,3692,202.869,1110.92,84.9,238.2,98.8,561898,421650,632579,1321912,KEMA
2013-04-01,Well_#7,24.0,3672,202.883,1110.92,84.9,238.2,98.8,562540,422168,633350,1325841,KEMA
2013-04-02,Well_#7,24.0,3696,202.89,1080.98,85.10058,238.197,98.8,563180,422685,634126,1329780,KEMA
2013-04-03,Well_#7,24.0,3705,202.896,1080.91,85.15509,238.293,98.748,563820,423203,634885,1333724,KEMA
2013-04-04,Well_#7,24.0,3511,202.899,1082.72,85.12773,239.2,98.592,564444,423707,635632,1337596,KEMA
2013-04-05,Well_#7,24.0,3479,202.899,1078.81,85.12106,240.526,98.136,565068,424210,636385,1341463,KEMA
2013-04-06,Well_#7,24.0,3454,202.792,1082.21,85.18885,238.328,98.892,565690,424713,637144,1345335,KEMA
2013-04-07,Well_#7,24.0,3449,202.93,1078.81,85.15643,238.261,98.844,566312,425216,637906,1349204,KEMA
2013-04-08,Well_#7,24.0,3450,202.855,1070.94,85.08415,239.133,98.5,566933,425717,638666,1353070,KEMA
2013-04-09,Well_#7,24.0,3451,202.667,1067.97,85.15417,238.153,98.708,567552,426218,639396,1356866,KEMA
2013-04-10,Well_#7,24.0,3453,202.654,1069.67,85.192,237.986,98.79,568172,426718,640126,1360732,KEMA
2013-04-11,Well_#7,24.0,3457,202.647,1071.48,85.09803,238.231,98.758,568790,427216,640868,1364603,KEMA
2013-04-12,Well_#7,24.0,3459,202.639,1058.27,85.07655,239.589,98.17,569406,427718,641611,1368473,KEMA
2013-04-13,Well_#7,24.0,3456,202.632,1052.7,85.09205,240.526,97.524,570022,428217,642357,1372340,KEMA
2013-04-14,Well_#7,24.0,3388,202.625,1041.53,85.09777,241.13,96.31,570638,428714,643102,1376202,KEMA
2013-04-15,Well_#7,24.0,3383,202.618,1045.72,85.03229,240.168,97.405,571251,429211,643832,1380067,KEMA
2013-04-16,Well_#7,24.0,3368,202.614,1048.95,85.04774,239.741,98.111,571864,429708,644580,1383931,KEMA
2013-04-17,Well_#7,24.0,3363,202.606,1048.89,85.43563,236.938,98.201,572425,430162,645246,1387594,KEMA
2013-04-18,Well_#7,24.0,3368,202.598,1050.95,86.32394,236.545,98.369,573028,430650,645971,1391517,KEMA
2013-04-19,Well_#7,24.0,3374,202.595,1054.48,86.31287,237.024,98.728,573633,431139,646691,1395453,KEMA
2013-04-20,Well_#7,24.0,3461,202.593,1050.04,86.30069,236.997,98.743,574240,431629,647422,1399391,KEMA
2013-04-21,Well_#7,24.0,3377,202.592,1052.41,86.26375,237.671,98.604,574847,432123,648176,1403323,KEMA
2013-04-22,Well_#7,24.0,3421,202.586,1047.59,86.31611,237.597,98.653,575454,432616,648907,1407260,KEMA
2013-04-23,Well_#7,24.0,3608,202.584,1044.93,86.29319,239.997,97.18,576055,433105,649660,1411086,KEMA
2013-04-24,Well_#7,22.0,3605,202.58,930.246,70.69235,257.581,94.653,576515,433484,650240,1414821,KEMA
2013-04-25,Well_#7,24.0,3821,202.579,1020.73,92.54015,232.445,97.316,577093,433961,650942,1418668,KEMA
2013-04-26,Well_#7,24.0,3361,202.571,1052.09,95.76452,232.35,96.978,577697,434444,651653,1422519,KEMA
2013-04-27,Well_#7,24.0,3270,202.566,1041.42,95.73104,232.555,97.05,578299,434930,652375,1426363,KEMA
2013-04-28,Well_#7,24.0,3287,202.562,1031.04,95.80195,232.984,96.544,578912,435429,653108,1430285,KEMA
2013-04-29,Well_#7,24.0,3261,202.562,1026.79,95.81845,232.093,96.226,579531,435923,653854,1434223,KEMA
2013-04-30,Well_#7,24.0,3266,202.562,1035.61,95.91587,231.481,98.293,580150,436418,654594,1438174,KEMA
2013-05-01,Well_#7,24.0,3269,202.56,1029.09,95.92046,232.767,97.407,580766,436915,655361,1442126,KEMA
2013-05-02,Well_#7,24.0,3398,202.545,1028.1,96.03925,231.034,98.524,581381,437412,656118,1446077,KEMA
2013-05-03,Well_#7,24.0,3389,202.606,1026.44,96.10632,232.954,96.904,581995,437909,656851,1450032,KEMA
2013-05-04,Well_#7,24.0,3280,202.525,1022.24,91.69211,236.688,97.083,582603,438396,657579,1453938,KEMA
2013-05-05,Well_#7,24.0,3323,202.604,1023.05,90.00148,237.221,98.148,583208,438880,658324,1457827,KEMA
2013-05-06,Well_#7,24.0,3427,202.598,1022.71,90.1251,236.031,98.825,583812,439363,659033,1461722,KEMA
2013-05-07,Well_#7,24.0,3482,202.593,1010.53,88.21506,238.549,97.144,584416,439846,659754,1465609,KEMA
2013-05-08,Well_#7,19.59,3343,202.589,880.314,77.82299,243.621,95.621,584854,440196,660288,1467872,KEMA
2013-05-09,Well_#7,24.0,3337,202.584,1027.04,85.00999,226.159,98.471,585403,440643,660966,1471717,KEMA
2013-05-10,Well_#7,24.0,3448,202.581,1049.63,89.90855,222.176,98.833,585975,441108,661653,1475651,KEMA
2013-05-11,Well_#7,24.0,3342,202.576,1050.82,89.92147,222.818,98.925,586551,441576,662336,1479594,KEMA
2013-05-12,Well_#7,24.0,3339,202.57,1052.95,88.07468,223.273,99.041,587118,442036,663014,1483540,KEMA
2013-05-13,Well_#7,24.0,3108,201.878,1053.54,89.9259,225.014,99.137,587685,442495,663708,1487484,KEMA
2013-05-14,Well_#7,24.0,3448,202.044,1040.39,89.94678,229.766,98.247,588250,442954,664377,1491406,KEMA
2013-05-15,Well_#7,24.0,3342,201.984,1039.84,89.95908,229.751,98.242,588817,443414,665078,1495329,KEMA
2013-05-16,Well_#7,24.0,3339,201.914,1041.99,89.93659,228.81,98.958,589385,443873,665777,1499262,KEMA
2011-07-10,Well_#8,23.0,2560,150.214,759.149,88.20428,63.061,97.282,787,822,1280,587,ACHI
2011-07-11,Well_#8,18.01,2544,149.338,1159.41,88.14141,64.461,98.582,1867,1867,2938,1278,ACHI
2011-07-13,Well_#8,0.0,2581,146.548,0.0,0.0,159.213,30.356,1867,1867,2938,1278,ACHI
2011-07-14,Well_#8,0.0,2600,136.942,0.0,0.0,159.036,28.904,1867,1867,2938,1278,ACHI
2011-07-15,Well_#8,3.08,2590,143.321,0.17,23.62468,104.501,48.236,1976,1936,3049,1321,ACHI
2011-07-16,Well_#8,11.18,2543,137.355,366.312,75.81036,66.635,94.349,2523,2516,3955,1699,ACHI
2011-07-17,Well_#8,0.0,2681,137.451,0.0,0.0,153.947,31.738,2523,2516,3955,1699,ACHI
2011-07-18,Well_#8,0.0,2664,146.045,0.0,0.0,158.763,29.554,2523,2516,3955,1699,ACHI
2011-07-20,Well_#8,21.0,2537,136.683,586.539,78.06863,66.163,96.928,3730,3748,5971,2414,ACHI
2011-07-21,Well_#8,24.0,2479,141.574,1017.61,66.65214,70.062,98.067,5077,5125,8136,3214,ACHI
2011-07-22,Well_#8,6.84,2510,145.466,1112.19,61.27352,73.843,97.782,5479,5495,8743,3421,ACHI
2011-07-23,Well_#8,0.0,2639,148.636,0.0,0.0,161.989,32.324,5479,5495,8743,3421,ACHI
2011-07-24,Well_#8,0.0,2668,150.227,0.0,0.0,161.49,27.883,5479,5495,8743,3421,ACHI
2011-07-25,Well_#8,17.4,2596,144.422,688.683,72.96478,67.035,97.303,6403,6440,10238,3992,ACHI
2011-07-26,Well_#8,20.68,2550,136.992,1054.11,64.64253,70.898,98.159,7600,7606,12071,4651,ACHI
2011-07-27,Well_#8,0.0,2636,136.29,6.038,0.0,160.963,45.709,7600,7606,12071,4651,ACHI
2011-07-28,Well_#8,4.33,2631,138.54,260.596,64.35932,67.982,93.591,7831,7842,12458,4801,ACHI
2011-07-29,Well_#8,24.0,2616,145.067,960.248,65.8401,70.107,97.695,9195,9232,14645,5579,ACHI
2011-07-30,Well_#8,2.01,2573,148.175,1135.1,45.73178,80.284,97.505,9309,9321,14788,5629,ACHI
2011-07-31,Well_#8,0.0,2656,149.277,0.0,0.0,161.076,32.333,9309,9321,14788,5629,ACHI
2011-08-01,Well_#8,0.0,2661,140.508,0.0,0.0,161.44,28.496,9309,9321,14788,5629,ACHI
2011-08-02,Well_#8,0.0,2620,139.528,0.0,0.0,163.284,28.786,9309,9321,14788,5629,ACHI
2011-08-03,Well_#8,0.0,2640,146.574,0.0,0.0,168.261,29.308,9309,9321,14788,5629,ACHI
2011-08-04,Well_#8,6.99,2549,147.463,139.72,62.8796,68.966,90.114,9692,9705,15401,5839,ACHI
2011-08-05,Well_#8,24.0,2562,144.071,791.52,66.53868,70.314,97.342,11148,11174,17770,6612,ACHI
2011-08-06,Well_#8,22.33,2629,147.636,1000.04,65.89458,71.362,97.035,12438,12488,19891,7534,ACHI
2011-08-07,Well_#8,24.0,2607,144.99,1177.75,74.62771,68.83,97.801,13935,14025,22302,8357,ACHI
2011-08-08,Well_#8,24.0,2623,136.733,1247.81,75.96469,68.091,97.966,15407,15536,24777,9191,ACHI
2011-08-09,Well_#8,24.0,2542,146.653,1272.56,76.32283,67.629,98.049,16857,17023,27164,10035,ACHI
2011-08-10,Well_#8,24.0,2586,144.689,1310.48,87.5507,65.468,98.597,18347,18552,29632,10921,ACHI
2011-08-11,Well_#8,24.0,2587,148.929,1327.54,94.82651,64.531,98.696,19832,20082,32090,11827,ACHI
2011-08-12,Well_#8,24.0,2576,139.467,1338.01,94.81149,64.327,98.78,21296,21587,34462,12740,ACHI
2011-08-13,Well_#8,24.0,2619,142.07,1330.86,94.85547,64.506,98.129,22735,23073,36871,13656,ACHI
2011-08-14,Well_#8,24.0,2627,150.082,1346.3,94.88362,64.296,98.569,24154,24537,39272,14577,ACHI
2011-08-15,Well_#8,24.0,2527,145.645,1352.79,98.08697,63.453,99.024,25561,26001,41618,15505,ACHI
2011-08-16,Well_#8,24.0,2610,137.133,1350.33,99.82332,63.519,98.831,26944,27432,43948,16435,ACHI
2011-08-17,Well_#8,24.0,2602,137.168,1353.31,99.85022,62.992,98.972,28308,28848,46207,17366,ACHI
2011-08-18,Well_#8,24.0,2555,138.387,1355.05,99.84315,62.656,99.179,29662,30257,48484,18302,ACHI
2011-08-19,Well_#8,24.0,2544,142.842,1352.07,99.87968,62.613,99.119,31008,31646,50700,19243,ACHI
2011-08-20,Well_#8,24.0,2555,139.119,1345.06,99.91859,63.12,98.087,32341,33025,52905,20186,ACHI
2011-08-21,Well_#8,24.0,2528,149.71,1345.78,99.91125,62.955,98.4,33662,34393,55154,21132,ACHI
2011-08-22,Well_#8,24.0,2603,150.16,1348.79,99.92399,62.5,99.012,34973,35750,57342,22081,ACHI
2011-08-23,Well_#8,24.0,2575,136.536,1354.49,99.92227,62.439,99.114,36277,37103,59495,23034,ACHI
2011-08-24,Well_#8,24.0,2610,147.517,1334.38,99.89973,62.855,98.014,37564,38440,61593,23988,ACHI
2011-08-25,Well_#8,23.16,2548,139.737,1331.03,95.29138,63.502,98.406,38780,39704,63582,24927,ACHI
2011-08-26,Well_#8,23.01,2608,148.757,1109.76,71.7809,68.147,93.559,39721,40689,65174,25706,ACHI
2011-08-27,Well_#8,24.0,2599,145.127,1329.01,85.80747,62.611,98.697,40920,41933,67110,26649,ACHI
2011-08-28,Well_#8,24.0,2558,138.365,1325.2,85.88355,63.338,97.375,42125,43188,69095,27595,ACHI
2011-08-29,Well_#8,24.0,2570,139.062,1316.56,83.02473,63.328,98.413,43322,44433,71061,28533,ACHI
2011-08-30,Well_#8,24.0,2597,142.294,1317.19,79.68205,63.61,98.777,44508,45660,72987,29458,ACHI
2011-08-31,Well_#8,24.0,2538,138.933,1316.07,79.70419,63.612,98.816,45690,46883,74985,30380,ACHI
2011-09-01,Well_#8,24.0,2538,139.143,1319.27,79.05914,63.72,98.915,46862,48101,76919,31300,ACHI
2011-09-02,Well_#8,24.0,2573,144.09,1301.28,76.30572,64.843,97.849,48016,49304,78860,32209,ACHI
2011-09-03,Well_#8,24.0,2594,142.036,1304.96,76.18076,64.681,98.299,49168,50504,80725,33117,ACHI
2011-09-04,Well_#8,24.0,2496,150.288,1312.88,76.15487,64.326,98.848,50318,51699,82687,34024,ACHI
2011-09-05,Well_#8,24.0,2574,140.296,1303.33,76.16271,64.587,98.285,51465,52897,84574,34932,ACHI
2011-09-06,Well_#8,24.0,2537,145.792,1288.36,76.19121,64.838,97.393,52608,54107,86468,35839,ACHI
2011-09-07,Well_#8,24.0,2578,144.465,1283.92,73.73378,64.666,98.374,53750,55316,88350,36776,ACHI
2011-09-08,Well_#8,24.0,2533,148.041,1285.19,71.54419,64.974,98.703,54877,56510,90230,37706,ACHI
2011-09-09,Well_#8,24.0,2498,138.509,1282.76,70.20736,65.37,98.814,55992,57687,92136,38626,ACHI
2011-09-10,Well_#8,24.0,2573,140.674,1276.06,70.24544,65.607,98.428,57100,58853,93945,39548,ACHI
2011-09-11,Well_#8,24.0,2518,150.313,1267.19,70.2616,66.115,97.86,58204,60010,95791,40472,ACHI
2011-09-12,Well_#8,24.0,2488,147.152,1261.05,70.2637,66.143,97.128,59309,61166,97665,41395,ACHI
2011-09-13,Well_#8,11.0,2499,136.809,1097.73,66.39201,64.429,97.534,59646,61513,98219,42062,ACHI
2011-09-14,Well_#8,24.0,2475,143.115,1262.02,80.86117,61.541,98.397,60711,62633,100043,43235,ACHI
2011-09-15,Well_#8,24.0,2527,144.507,1275.31,82.02015,61.805,98.444,61797,63774,101817,44280,ACHI
2011-09-16,Well_#8,24.0,2494,136.858,1275.97,82.05558,61.935,98.618,62763,64788,103429,45247,ACHI
2011-09-17,Well_#8,24.0,2498,137.427,1246.56,80.77623,62.79,96.846,63719,65792,105020,46183,ACHI
2011-09-18,Well_#8,24.0,2475,142.01,1240.69,80.30645,62.851,96.525,64675,66807,106615,47157,ACHI
2011-09-19,Well_#8,24.0,2525,143.026,1240.69,80.30645,62.851,96.525,65638,67822,108261,48074,ACHI
2011-09-20,Well_#8,24.0,2510,150.196,1246.58,79.68463,63.181,96.842,66592,68828,109877,48994,ACHI
2011-09-21,Well_#8,24.0,2518,140.559,1247.06,79.08963,63.387,97.055,67526,69814,111428,49906,ACHI
2011-09-22,Well_#8,24.0,2548,148.851,1242.79,76.50591,63.446,97.862,68431,70765,112989,50798,ACHI
2011-09-23,Well_#8,24.0,2537,139.033,1243.13,72.44141,64.316,98.082,69316,71691,114427,51673,ACHI
2011-09-24,Well_#8,24.0,2480,150.228,1231.14,69.06533,65.591,97.836,70190,72607,115921,52536,ACHI
2011-09-25,Well_#8,24.0,2544,143.051,1224.78,68.30723,65.881,97.996,71059,73519,117381,53398,ACHI
2011-09-26,Well_#8,24.0,2454,147.242,1216.65,68.15848,65.772,97.54,71927,74428,118824,54260,ACHI
2011-09-27,Well_#8,24.0,2525,145.102,1215.46,68.12665,65.911,97.536,72793,75335,120249,55124,ACHI
2011-09-28,Well_#8,24.0,2450,148.721,1212.37,68.10801,65.956,97.327,73765,76356,121925,56079,ACHI
2011-09-29,Well_#8,24.0,2509,141.619,1182.88,65.18425,64.482,95.933,74720,77358,123524,57030,ACHI
2011-09-30,Well_#8,24.0,2510,148.724,1208.26,68.13614,65.895,98.19,75689,78376,125193,57998,ACHI
2011-10-01,Well_#8,24.0,2508,149.043,1207.96,68.12498,65.531,98.63,76654,79390,126857,58960,ACHI
2011-10-02,Well_#8,24.0,2500,149.943,1210.87,69.29806,65.017,98.866,77624,80413,128498,59930,ACHI
2011-10-03,Well_#8,24.0,2511,138.346,1201.25,70.03838,65.237,97.683,78599,81440,130101,60910,ACHI
2011-10-04,Well_#8,24.0,2480,142.812,1185.31,70.04253,65.376,96.76,79570,82464,131749,61890,ACHI
2011-10-05,Well_#8,24.0,2452,145.626,1188.26,70.04737,65.429,96.941,80539,83486,133359,62873,ACHI
2011-10-06,Well_#8,24.0,2473,148.533,1188.07,70.06884,64.946,98.177,81506,84506,134989,63855,ACHI
2011-10-07,Well_#8,12.99,2474,136.98,1168.88,35.88393,68.441,97.723,81947,84904,135641,64236,ACHI
2011-10-08,Well_#8,13.0,2479,137.549,650.057,47.88823,57.419,89.842,82299,85291,136259,64713,ACHI
2011-10-09,Well_#8,24.0,2432,137.437,1180.71,99.82668,57.27,97.762,83237,86287,137865,65738,ACHI
2011-10-10,Well_#8,24.0,2436,143.7,1241.22,95.92952,58.031,98.625,84204,87315,139549,66806,ACHI
2011-10-11,Well_#8,24.0,2478,144.49,1222.95,74.72228,62.487,98.421,85148,88314,141187,67834,ACHI
2011-10-12,Well_#8,24.0,2499,138.31,1228.76,77.74131,62.147,98.549,86106,89324,142826,68870,ACHI
2011-10-13,Well_#8,24.0,2455,139.852,1233.08,77.76815,62.462,98.598,87074,90335,144486,69907,ACHI
2011-10-14,Well_#8,20.0,2455,141.822,1219.28,57.59778,63.106,97.701,87728,91033,145597,70633,ACHI
2011-10-15,Well_#8,15.67,2447,149.628,1154.14,50.52238,63.717,97.031,88336,91615,146541,71217,ACHI
2011-10-19,Well_#8,0.0,2427,143.685,0.0,1.26208,144.635,23.209,88336,91615,146541,71217,ACHI
2011-10-20,Well_#8,0.0,2493,148.495,0.0,1.31622,144.181,22.553,88336,91615,146541,71217,ACHI
2011-10-21,Well_#8,0.0,2498,145.211,69.96,1.15711,146.749,24.977,88336,91615,146541,71217,ACHI
2011-10-22,Well_#8,0.0,2487,138.461,0.0,1.14383,145.173,26.33,88336,91615,146541,71217,ACHI
2011-10-23,Well_#8,0.0,2501,138.545,0.0,1.15283,153.578,26.132,88336,91615,146541,71217,ACHI
2011-10-24,Well_#8,0.0,2523,139.688,0.0,1.12524,163.996,25.738,88336,91615,146541,71217,ACHI
2011-10-26,Well_#8,0.0,2548,148.589,0.0,1.18688,206.427,25.288,88336,91615,146541,71217,ACHI
2011-10-27,Well_#8,0.0,2543,137.551,0.0,1.19326,209.768,25.136,88336,91615,146541,71217,ACHI
2011-10-28,Well_#8,0.0,2491,150.042,0.0,1.19326,209.768,25.136,88336,91615,146541,71217,ACHI
